# crocodeel version: 1.2.1 | rf_model: crocodeel_rf_Feb2026_2.joblib | hostname: ggautreau | username: ggautreau | datetime: 2026-05-02T18:11:19 | species_ab_table: species_abundance.tsv | filtering_ab_thr_factor: None | probability_cutoff: 0.5 | rate_cutoff: 0.0
ERS4277267	ERS4277431	4.42e-01	0.69	msp_0009,msp_0012,msp_0014,msp_0027,msp_0043,msp_0046,msp_0054,msp_0062,msp_0065,msp_0066,msp_0069,msp_0086,msp_0090,msp_0114,msp_0117,msp_0126,msp_0129,msp_0145,msp_0172,msp_0196,msp_0213,msp_0244,msp_0254,msp_0331,msp_0335,msp_0342,msp_0370,msp_0422,msp_0713,msp_0851,msp_1060c,msp_1291,msp_1349,msp_1381,msp_1590c,msp_1622,msp_1643c
ERS4277421	ERS4277504	4.20e-01	0.74	msp_0015,msp_0031,msp_0045,msp_0050,msp_0072,msp_0076,msp_0089,msp_0090,msp_0092,msp_0110,msp_0126,msp_0141,msp_0142,msp_0152,msp_0164,msp_0188,msp_0202,msp_0208,msp_0259,msp_0307,msp_0374,msp_0389,msp_0396,msp_0456,msp_0457,msp_0484,msp_0506,msp_0510,msp_0563,msp_0573,msp_0650,msp_0713,msp_0763,msp_0820,msp_0881,msp_0906,msp_0910,msp_1173c,msp_1219,msp_1244,msp_1349,msp_1588,msp_1643c,msp_1720,msp_0166
ERS4277451	ERS4277287	4.16e-01	1.0	msp_0007,msp_0008,msp_0019,msp_0021,msp_0023,msp_0028,msp_0031,msp_0035,msp_0036,msp_0039,msp_0040,msp_0043,msp_0046,msp_0048,msp_0053,msp_0054,msp_0055,msp_0059,msp_0060,msp_0062,msp_0069,msp_0073,msp_0087,msp_0089,msp_0090,msp_0126,msp_0139,msp_0142,msp_0145,msp_0151,msp_0152,msp_0202,msp_0208,msp_0214,msp_0249,msp_0258,msp_0259,msp_0299,msp_0301,msp_0307,msp_0325,msp_0331,msp_0335,msp_0352,msp_0356,msp_0374,msp_0396,msp_0431,msp_0432,msp_0456,msp_0471,msp_0477,msp_0478,msp_0484,msp_0500,msp_0584,msp_0591,msp_0592,msp_0624,msp_0655,msp_0763,msp_0780,msp_0861,msp_0874,msp_0903,msp_0942,msp_1009,msp_1291,msp_1385,msp_1403,msp_1556,msp_1643c
ERS4277266	ERS4277348	4.05e-01	0.64	msp_0005,msp_0013,msp_0015,msp_0040,msp_0044,msp_0063,msp_0065,msp_0069,msp_0138,msp_0141,msp_0152,msp_0154,msp_0159,msp_0188,msp_0196,msp_0213,msp_0233,msp_0244,msp_0259,msp_0263,msp_0285,msp_0299,msp_0301,msp_0346,msp_0357,msp_0457,msp_0468,msp_0478,msp_0484,msp_0506,msp_0554,msp_0563,msp_0591,msp_0604,msp_0650,msp_0697,msp_0713,msp_0766,msp_0769,msp_0780,msp_0794,msp_0906,msp_0930,msp_1009,msp_1114,msp_1173c,msp_1236,msp_1244,msp_1323,msp_1556,msp_0380,msp_1453
ERS4277436	ERS4277354	4.05e-01	0.63	msp_0003,msp_0005,msp_0018,msp_0045,msp_0062,msp_0090,msp_0105,msp_0124,msp_0128,msp_0151,msp_0154,msp_0159,msp_0225,msp_0246,msp_0249,msp_0254,msp_0259,msp_0287,msp_0288,msp_0297,msp_0301,msp_0315,msp_0318,msp_0353,msp_0374,msp_0388,msp_0389,msp_0421,msp_0436,msp_0440,msp_0442,msp_0448,msp_0477,msp_0480,msp_0522,msp_0530,msp_0541,msp_0545,msp_0555,msp_0572,msp_0581,msp_0595,msp_0604,msp_0615,msp_0619,msp_0654,msp_0665,msp_0722,msp_0742,msp_0871,msp_0883,msp_0893,msp_0930,msp_1033,msp_1339,msp_1403,msp_1492,msp_1724,msp_1884,msp_1933
ERS4277290	ERS4277455	4.00e-01	0.5	msp_0007,msp_0013,msp_0031,msp_0040,msp_0050,msp_0065,msp_0069,msp_0076,msp_0079,msp_0092,msp_0107,msp_0124,msp_0138,msp_0142,msp_0152,msp_0162,msp_0178,msp_0188,msp_0198,msp_0220,msp_0277,msp_0288,msp_0299,msp_0346,msp_0506,msp_0507,msp_0780,msp_0898,msp_0910,msp_1009,msp_1114,msp_1219,msp_1236,msp_1244,msp_1453
ERS4277372	ERS4277455	3.38e-01	0.73	msp_0034,msp_0047,msp_0065,msp_0125,msp_0141,msp_0142,msp_0158,msp_0164,msp_0175,msp_0194,msp_0220,msp_0236,msp_0244,msp_0249,msp_0277,msp_0299,msp_0307,msp_0364,msp_0374,msp_0378,msp_0381,msp_0388,msp_0430,msp_0436,msp_0456,msp_0477,msp_0581,msp_0639,msp_0851,msp_0861,msp_0881,msp_0908,msp_0986,msp_1012,msp_1078,msp_1219,msp_1302,msp_1622,msp_1724,msp_0313
ERS4277490	ERS4277407	3.36e-01	0.53	msp_0012,msp_0023,msp_0027,msp_0042,msp_0053,msp_0075,msp_0077,msp_0116,msp_0125,msp_0131,msp_0132,msp_0152,msp_0161,msp_0172,msp_0188,msp_0249,msp_0285,msp_0286,msp_0296,msp_0301,msp_0328,msp_0396,msp_0404,msp_0436,msp_0467,msp_0471,msp_0477,msp_0490,msp_0509,msp_0518,msp_0526,msp_0530,msp_0542,msp_0545,msp_0546,msp_0560,msp_0584,msp_0622,msp_0623,msp_0630,msp_0645,msp_0682,msp_0699,msp_0841,msp_0854,msp_0960,msp_0977,msp_1023,msp_1033,msp_1172,msp_1173c,msp_1206,msp_1306c,msp_1342,msp_1343,msp_1461,msp_1453
ERS4277295	ERS4277460	2.98e-01	0.8	msp_0009,msp_0021,msp_0029,msp_0055,msp_0058,msp_0062,msp_0068,msp_0072,msp_0089,msp_0148c,msp_0151,msp_0152,msp_0172,msp_0208,msp_0213,msp_0337,msp_0342,msp_0357,msp_0382,msp_0422,msp_0478,msp_0510,msp_0573,msp_0820,msp_0851,msp_0861,msp_0898,msp_1219,msp_1556,msp_1724,msp_0212,msp_0974c,msp_1453
ERS4277384	ERS4277467	2.94e-01	0.55	msp_0013,msp_0029,msp_0034,msp_0048,msp_0053,msp_0071,msp_0075,msp_0148c,msp_0161,msp_0178,msp_0194,msp_0243,msp_0245,msp_0263,msp_0325,msp_0359,msp_0373,msp_0374,msp_0388,msp_0440,msp_0457,msp_0468,msp_0480,msp_0578,msp_0584,msp_0602c,msp_0742,msp_0756,msp_0760,msp_0769,msp_0794,msp_0800,msp_0860,msp_1009,msp_1403,msp_1720,msp_0313,msp_0482
ERS4277315	ERS4277397	2.87e-01	0.87	msp_0017,msp_0021,msp_0045,msp_0048,msp_0058,msp_0066,msp_0072,msp_0079,msp_0089,msp_0141,msp_0152,msp_0158,msp_0331,msp_0389,msp_0422,msp_0573,msp_0632,msp_0655,msp_0881,msp_0884,msp_0906,msp_0908,msp_1127,msp_1219,msp_1244,msp_1308,msp_1381,msp_1461,msp_1530c,msp_0380,msp_1453,msp_2943
ERS4277276	ERS4277358	2.66e-01	0.54	msp_0029,msp_0052,msp_0058,msp_0066,msp_0071,msp_0111,msp_0134,msp_0139,msp_0145,msp_0175,msp_0213,msp_0318,msp_0346,msp_0435,msp_0448,msp_0707,msp_0793,msp_0978,msp_1060c,msp_1149,msp_1236,msp_1339,msp_1444,msp_1485,msp_1575,msp_1581,msp_1689,msp_2054,msp_0380
ERS4277368	ERS4277286	1.97e-01	0.6	msp_0065,msp_0076,msp_0142,msp_0152,msp_0160,msp_0163,msp_0188,msp_0307,msp_0346,msp_0388,msp_0489,msp_0538,msp_0591,msp_0756,msp_0898,msp_0906,msp_1236,msp_1244,msp_1543,msp_0166
ERS4277499	ERS4277416	1.86e-01	0.62	msp_0013,msp_0032,msp_0037,msp_0041,msp_0072,msp_0090,msp_0105,msp_0107,msp_0152,msp_0164,msp_0196,msp_0198,msp_0272,msp_0306,msp_0324,msp_0346,msp_0356,msp_0381,msp_0397,msp_0412,msp_0418,msp_0464,msp_0534,msp_0558,msp_0573,msp_0804,msp_0808,msp_0879,msp_0902,msp_1022,msp_1339,msp_1353,msp_0026
ERS4277406	ERS4277324	1.52e-01	0.72	msp_0009,msp_0018,msp_0023,msp_0034,msp_0053,msp_0057,msp_0071,msp_0095,msp_0124,msp_0125,msp_0126,msp_0172,msp_0259,msp_0271,msp_0307,msp_0312,msp_0318,msp_0379,msp_0407,msp_0419,msp_0440,msp_0456,msp_0477,msp_0506,msp_0522,msp_0545,msp_0573,msp_0584,msp_0622,msp_0632,msp_0725,msp_0737,msp_0745,msp_0802,msp_0851,msp_0910,msp_1279,msp_1362,msp_1854,msp_0212
ERS4277470	ERS4277305	1.39e-01	0.64	msp_0003,msp_0039,msp_0042,msp_0055,msp_0060,msp_0087,msp_0093,msp_0127,msp_0144,msp_0175,msp_0223,msp_0238,msp_0393,msp_0467,msp_0480,msp_0585,msp_0621,msp_0709,msp_0761,msp_0804,msp_0907,msp_1013,msp_1285
ERS4277402	ERS4277485	1.24e-01	0.86	msp_0045,msp_0121,msp_0144,msp_0152,msp_0154,msp_0205,msp_0225,msp_0263,msp_0277,msp_0287,msp_0291,msp_0297,msp_0299,msp_0314,msp_0318,msp_0356,msp_0360,msp_0424,msp_0436,msp_0462,msp_0468,msp_0477,msp_0506,msp_0509,msp_0518,msp_0522,msp_0530,msp_0534,msp_0541,msp_0573,msp_0604,msp_0621,msp_0631,msp_0655,msp_0685,msp_0713,msp_0722,msp_0781,msp_0924,msp_0931,msp_0986,msp_1244,msp_1279,msp_1339,msp_1356,msp_1461,msp_1621,msp_0166
ERS4277368	ERS4277450	1.13e-01	0.91	msp_0065,msp_0076,msp_0141,msp_0142,msp_0152,msp_0154,msp_0160,msp_0163,msp_0164,msp_0188,msp_0236,msp_0259,msp_0263,msp_0307,msp_0346,msp_0388,msp_0389,msp_0422,msp_0457,msp_0538,msp_0551,msp_0563,msp_0591,msp_0655,msp_0756,msp_0769,msp_0898,msp_0906,msp_1114,msp_1236,msp_1244,msp_1385,msp_0380
ERS4277301	ERS4277383	1.02e-01	0.65	msp_0027,msp_0073,msp_0090,msp_0151,msp_0196,msp_0205,msp_0223,msp_0262,msp_0331,msp_0348,msp_0352,msp_0356,msp_0435,msp_0592,msp_0608,msp_0654,msp_1401c
ERS4277440	ERS4277358	4.14e-02	0.57	msp_0010,msp_0052,msp_0058,msp_0066,msp_0103,msp_0109,msp_0111,msp_0112,msp_0152,msp_0227,msp_0232,msp_0551,msp_0851,msp_1339
ERS4277265	ERS4277347	3.25e-02	0.55	msp_0029,msp_0058,msp_0071,msp_0105,msp_0107,msp_0112,msp_0126,msp_0141,msp_0258,msp_0472,msp_0509,msp_0522,msp_0697,msp_0769,msp_0908,msp_0910,msp_0380,msp_2357
ERS4277354	ERS4277431	8.84e-03	1.0	msp_0015,msp_0019,msp_0022,msp_0023,msp_0032,msp_0042,msp_0059,msp_0079,msp_0105,msp_0124,msp_0128,msp_0139,msp_0151,msp_0178,msp_0199,msp_0205,msp_0221,msp_0223,msp_0225,msp_0263,msp_0287,msp_0288,msp_0299,msp_0312,msp_0317,msp_0338,msp_0346,msp_0390,msp_0538,msp_0555,msp_0615,msp_0777,msp_1002,msp_1033,msp_1056,msp_1843,msp_1910,msp_1933,msp_0026
ERS4277436	ERS4277431	5.51e-03	0.86	msp_0032,msp_0059,msp_0105,msp_0124,msp_0128,msp_0139,msp_0151,msp_0205,msp_0221,msp_0225,msp_0287,msp_0288,msp_0346,msp_0478,msp_0545,msp_0615,msp_1002,msp_1033,msp_1910
ERS4277274	ERS4277353	4.10e-03	1.0	msp_0010,msp_0016,msp_0019,msp_0022,msp_0029,msp_0093,msp_0095,msp_0096,msp_0160,msp_0169,msp_0175,msp_0194,msp_0205,msp_0227,msp_0296,msp_0412,msp_0414,msp_0490,msp_0615,msp_0626,msp_0763,msp_0903,msp_0917,msp_1910
ERS4277259	ERS4277484	3.06e-03	0.83	msp_0067,msp_0101,msp_0134,msp_0137,msp_0260,msp_0609,msp_0675,msp_0889
ERS4277482	ERS4277480	2.77e-03	1.0	msp_0034,msp_0043,msp_0055,msp_0067,msp_0087,msp_0101,msp_0114,msp_0117,msp_0199,msp_0225,msp_0280,msp_0312,msp_0390,msp_0393,msp_0404,msp_0493,msp_0512,msp_0528,msp_0586,msp_0596,msp_0676,msp_0777,msp_0819,msp_0879,msp_0026
ERS4277334	ERS4277498	2.63e-03	1.0	msp_0034,msp_0038,msp_0041,msp_0048,msp_0087,msp_0105,msp_0106,msp_0173,msp_0176,msp_0207,msp_0215,msp_0263,msp_0298,msp_0306,msp_0319,msp_0398,msp_0457,msp_0484,msp_0512,msp_0521,msp_0569,msp_0594,msp_0596,msp_0730,msp_0811,msp_0854,msp_0985,msp_1042,msp_1066,msp_1086,msp_1102,msp_1589,msp_1859
ERS4277260	ERS4277423	2.51e-03	1.0	msp_0023,msp_0025,msp_0042,msp_0045,msp_0126,msp_0131,msp_0194,msp_0215,msp_0225,msp_0230,msp_0325,msp_0546,msp_0592,msp_0962
ERS4277286	ERS4277449	2.08e-03	0.8	msp_0041,msp_0068,msp_0092,msp_0143,msp_0221,msp_0301,msp_0538,msp_0763,msp_0764,msp_1031,msp_0026
ERS4277264	ERS4277432	1.84e-03	0.96	msp_0031,msp_0039,msp_0042,msp_0045,msp_0047,msp_0087,msp_0214,msp_0215,msp_0221,msp_0265,msp_0285,msp_0586
ERS4277302	ERS4277378	1.76e-03	0.96	msp_0016,msp_0041,msp_0067,msp_0084,msp_0258,msp_0280,msp_0383,msp_0390,msp_0656,msp_1530c
ERS4277271	ERS4277349	1.71e-03	0.97	msp_0015,msp_0023,msp_0059,msp_0079,msp_0124,msp_0137,msp_0195,msp_0263,msp_0346,msp_0419,msp_0681,msp_0726,msp_1530c,msp_1936
ERS4277300	ERS4277299	1.59e-03	0.9	msp_0057,msp_0067,msp_0114,msp_0131,msp_0238,msp_0247,msp_0271,msp_0586,msp_0614,msp_1086,msp_1111
ERS4277293	ERS4277457	1.38e-03	0.99	msp_0016,msp_0034,msp_0067,msp_0136,msp_0257,msp_0280,msp_0285,msp_0300,msp_0312,msp_0383,msp_0511,msp_0586,msp_0596,msp_0747
ERS4277327	ERS4277475	1.12e-03	0.96	msp_0013,msp_0015,msp_0029,msp_0031,msp_0090,msp_0092,msp_0196,msp_0214,msp_0271,msp_0546,msp_0907
ERS4277446	ERS4277277	1.10e-03	0.73	msp_0041,msp_0084,msp_0091,msp_0123,msp_0224,msp_0257,msp_0359,msp_0426,msp_0765
ERS4277311	ERS4277320	1.08e-03	0.99	msp_0077,msp_0081,msp_0127,msp_0183,msp_0206,msp_0271,msp_0376,msp_0416,msp_0511,msp_0527,msp_0947,msp_1589
ERS4277375	ERS4277377	9.08e-04	0.83	msp_0016,msp_0041,msp_0042,msp_0057,msp_0105,msp_0136,msp_0280,msp_0300,msp_0383,msp_0416,msp_0763
